"Control Number","Item Number","Block Number","Block Time","Item Name",Value,Description,Donor
S104,793,100,21:30:00,"Pair of Hockey Tickets",190.00,"Cheer on your favorite team with this pair of hockey tickets for Tuesday, January 17th. Sit in seats 7 and 8, Row 7 , Section 321. Enjoy the game with a friend or family member, and have fun watching the Leafs play the Ottawa Senators.","Ron King"
S214,794,100,21:30:00,"Leafs vs Rangers - January 14th",220.00,"It's Canadian Armed Forces Night at the ACC on Saturday January 14th and the Leafs will be playing the Rangers at 7:00pm.  These seats are ""Greens"" in section 312, row 10.  This is also an 'Original 6' game  for those who still remember.  This is your chance to get some Leafs tickets that won't break the bank. ","Lloyd  Tucker"
S285,795,100,21:30:00,"Arbonne Personal Care / Luxury Gift Basket",690.00,,"Arbonne International"
U017,796,100,21:30:00,"4 Week Instore Wine Kit",115.00,"Winning bidder will receive 30 bottles of wine of your choice from a selection of over 20 varieties made up in store by Pickering's Award Winning ""Yoar Waterfront Winery""","Yoar Waterfront Winery"
X044,797,100,21:30:00,"$100 Gift Certificate - Voucher",100.00,"Steve Wemyss is a Renowned Pastry Cheff and has been supplying the Food Service Industry for the past 20 Years. Choose from a selection of the finest desserts, French Pastries, Cookies, Breakfast Pastries, Breads and Flatbreads, Hors D'oeuvres. As a cheff Steve prepared foods for Royalty and all the fine Hotels in Ontario. See Website for a selection of their products: www.patisseriemonaco.com","Patisserie Monaco"
W115,798,100,21:30:00,"$100 Presidents Choice Gift Cards",100.00,"Loblaw Supermarkets in Toronto combine to donate - $100 Presidents Choice Gift Cards ( 1 x $50 and 2 X $25 ) - You will find all Your Holiday Grocery Needs andSpecial Xmas Treats at any Loblaw Supermarket Location - Gift Cards are Valid at any Loblaw Store in Metro.","Loblaw Superstore"
U012,799,100,21:30:00,"Gift Certificate for Keg Steakhouse & Bar",50.00,"Quality, comfort and value are three key ingredients that make the Keg Steakhouse & Bar experience like no other.  Our menus feature tender, juicy steaks, slow roasted prime rib, succulent shellfish, freshest of salads, irresistible desserts and... of course an outstanding wine list","Keg Restaurants"
W113,801,101,21:40:00,"Honey Glazed Ham Gift Certificate",100.00,"The Honey Glazed Ham Co. has donated a $100. Gift Certificate. This allows the lucky winner to not only order the popular fully cored spiral sliced ham but also to explore their website that includes smoked turkey and a scrumptious assortment of sides and desserts at www.theHoneyGlazedHam.com Catering service is also available. Arrangements can be made for large platters of Honey Glazed Ham and Smoked Turkey Breast salads, hot sides in foil chafing trays for 20 or more & they deliver. How easy is. The answer to your holiday needs is at www.theHoneyGlazedHam.com.","Honey Glazed Ham Co. Ltd."
S039,802,101,21:40:00,"$100. Gift Certificate",100.00,"$100 cetificate for the No Frills at Lawrence and Victoria Park. A great place to shop for all your food needs. Friendly staff and great service.","No Frills"
U057,803,101,21:40:00,"Certificate - Fall Clean Up of Gas Mower",75.00,"Certificate good for $75 to do the fall clean up of your gas lawn mower. We have been serving South Scarborough for many years, this family owned business serves home owners and trades.  ","Silver Mile Hardware"
S062,804,101,21:40:00,"6 Car Washes and $25.00 Gas Card",100.00,"Toronto Autowash has kindly donated another $25.00 gas card as well as 6 car wash passes. Toronto Autowash offers Softfoam gentle fibre wash, these certificates entitle you to ""The Works"" a full exterior wash including polish, wax, sealer, bottom blaster and rust inhibitor. Perfect to keep your car sparkling during the coming months! Toronto Auto Wash has 4 Locations to serve you, 105 Millwood Rd.,Leaside, 305 Rexdale Blvd.,Rexdale, 751 Kipling Ave., Etobicoke, and Toronto City Hall.","Sal Badali"
W088,805,101,21:40:00,"Autographed Football & Game Tickets",310.00,"The Toronto Argonauts Football Club donates - an Official C F L Football with the Argo Logo - Autographed by Cory Boyd - with a Letter of Authenticity and TwoTickets for a Preseason Home Game in June 2012 - Cheer for the Argos to start their season with a WIN !","The Toronto Argonauts"
S220,806,101,21:40:00,"Limited Edition Print by G.Vernon Stokes",350.00,"This limited edition print was done by G. Vernon Stokes who is the authority on wildlife drawings in the UK.. typically his pieces auction for anywhere between $300.00 to $500.00.  He had a prolific career in the early 1900's.  This piece dates back to pre WW1. It is number54 out of 75. Shows two small dogs watching.","Bill Boyd"
X041,807,101,21:40:00,"2 Hockey Tickets",190.00,"A Pair of Hockey Tickets to see the Toronto Maple Leafs Play the New Jersey Devils, Pusck Drops at 7:00 PM - Tuesday 13th of December 2011- Section 319 Row 8 Seats 7 and 8.","Covie Brown"
S102,809,102,21:50:00,"Pair of Hockey Tickets",190.00,"Cheer on your favorite team with this pair of hockey tickets for March 6th a Tuesday.  Sit in seats 13 and 14, Row 7, in Section 320.  Enjoy the game with a friend or family member.  Have fun watching the Leafs play the Boston Bruins.","Ron King"
S004,810,102,21:50:00,"Three Car Spa Certificates",105.00,"Your car will have a complete wash in and out.  Cleaning of floors, seats and cleaning and vacuuming of the trunk.  Tires and dash conditioned, odour removerand rims cleaned.  Excellent spa wash etc. Each certificate is worth $35.This certificate is good for Monday through Thursday.","Parkview Hills Car Spa"
Y047,811,102,21:50:00,"Bra Fitting Party",500.00,"A Bra Fitting Soiree for a Girls night out! This package includes hors d'oeuvres, a Fresh Fruit Platter, and non-alcoholic cocktails for you and 5 to 9 of your friends. Each guest receives a $25.00 gift coupon and the Host receives a $75.00 coupon to shop at Premier Jour Fine Lingerie & Swimwear located at 1288 St. Clair West. Here's your chance to immerse yourself into a world of the most Exquisite Bra and Lingerie pieces. It'll be an evening of fun and laughter when you let your inner Diva come out!","Premier Jour Fine Lingerie"
W135,812,102,21:50:00,"Lube - Oil - Filter - Tire Balance Services",80.00,"Active Green & Ross Tire and Automotive Centre donates an $80 Gift Certificate for Lube / Oil / Filter / 4 Wheel Balance and Tire Rotation with 30 Point Courtesy Inspection Service - Valid at Any Green & Ross Tire and Automotive Centre Location","Active Green & Ross "
W118,813,102,21:50:00,"Big Macs & Pasta Dinners",97.00,"McDonalds Restaurant at 2 Ingram Drive combines with Rosa's Place Ristorante located at 3650 Langstaff Road in Woodbridge to donate - A "" Big Mac Every Month for 1 Year "" and Great Italian Pasta Dinners for Two at Rosa's Place - Just the Thing for a Big Mac for Lunch then an Italian Pasta Dinner at Rosa's Place.","McDonalds Restaurant"
X042,814,102,21:50:00,"$100 Gift Certificate - Voucher",100.00,"Steve Wemyss is a Renowned Pastry Cheff and has been supplying the Food Service Industry for the past 20 Years. Choose from a selection of the finest desserts, French Pastries, Cookies, Breakfast Pastries, Breads and Flatbreads, Hors D'oeuvres. As a cheff Steve prepared foods for Royalty and all the fine Hotels in Ontario. See Website for a selection of their products: www.patisseriemonaco.com","Patisserie Monaco"
S105,817,103,22:00:00,"Pair of Hockey Tickets",190.00,"Enjoy the game with a friend or family member with this pair of hockey tickets for Thursday February 23rd.  Cheer your team on when they play the San JoseSharks. Seats are 13 and 14, Row 7, Section 320.   ","Ron King"
X032,818,103,22:00:00,"2 Hockey Tickets",190.00,"A Pair of Hockey Tickets to see the Toronto Maple Leafs Play the New Jersey Devils, Puck Drops at 7:00 PM - Tuesday 6th of December 2011 - Section 319 Row 8 Seats 7 and 8","Covie Brown"
S240,819,103,22:00:00,"Handmade Quilt ",300.00,"Alison Cirinna has donated this beautiful handmade quilt. It was quilted by Leslie Wain of Brighton Ontario. It is made up of triangles into different patterns with a white background., trimmed edges of dark blue. Many colors, some even a a dusting of sparkles. Would look great on any bed or hanging on a wall.","Alison Cirinna"
Y027,820,103,22:00:00,"Medieval Times Tickets",130.00,"Two tickets to The Royal Court spectacle and four course feast. The Medieval Times Dinner & Tournament is a must see attraction located in the CNE Grounds. This voucher expires December 30, 2012","Medieval Times"
V022,821,103,22:00:00,"""Eco Steam Extreme"" Steam Mop",200.00,"An Eco Steam Mop - called the ""Eco Steam Extreme"".  This mop is great for cleaning surfaces such as carpet, ceramic, marble, parquet and stone.  It includes a soft cloth mop for use on smooth surfaces.  This steam mop has wheels at the bottom - gliding on carpet easily, and comes with a brush for use on rougher surfaces.","Humber River Regional Hospital Foundation"
S166,822,103,22:00:00,"Kessel singed jersey #2",400.00,"McCarney Greenwood Chartered Accountants are pleased to donate an autographed white Maple Leaf's jersery singed by number 81 Phil Kessel.","McCarney Greenwood Chartered Accountants"
U022,823,103,22:00:00,"""Red Maple"" Painting",385.00,"Painting ""Red Maple"" by A.Y. Jackson.  A numbered and framed Group of Seven painting.  Dark Wood Frame."," "
S100,825,104,22:10:00,"Certificates for Watts Restaurant",100.00,"Join a friend or a group of friends with these 4 certificate of $25.00 eachtotalling $100.00.  Enjoy yourselves in this pleasant restaurant insideEglinton Square.  Watts has good food and a nice atmosphere.  Or use each onefor your own use.","Watts Restaurant"
Y048,826,104,22:10:00,"Bra Fitting Party",500.00,"A Bra Fitting Soiree for a Girls night out! This package includes hors d'oeuvres, a Fresh Fruit Platter, and non-alcoholic cocktails for you and 5 to 9 of your friends. Each guest receives a $25.00 gift coupon and the Host receives a $75.00 coupon to shop at Premier Jour Fine Lingerie & Swimwear located at 1288 St. Clair West. Here's your chance to immerse yourself into a world of the most Exquisite Bra and Lingerie pieces. It'll be an evening of fun and laughter when you let your inner Diva come out!","Premier Jour Fine Lingerie"
S221,827,104,22:10:00,"Limited Edition Print Henry Wilkinson",350.00,"Henry Wilkinson is the protege of G. Vernon Stokes and has made a huge reputation in the UK for wildlife drawings.  Typically, his limited edition works will auction for between $300 and $500. This piece falls into this category. It is 94 out of 150. and shows two small dogs sitting waiting.","Bill Boyd"
S003,828,104,22:10:00,"Three Car Spa Certificates",105.00,"Your car will have a complete wash in and out.  Cleaning of floors, seats and cleaning and vacuuming of the trunk.  Tires and dash conditioned, odour removerand rims cleaned.  Excellent spa wash etc. Each certificate is worth $35.This certificate is good for Monday through Thursday.","Parkview Hills Car Spa"
S010,829,104,22:10:00,"Certificate for Seafood",90.00,"Certificate is for one bag Cooked Peeled tail of shrimp, one package Crab Claw XL 16/20, one tin pasteurized Colossal Blue Crab Meat 1 lb./ These can be changed for other varieties of the same value at time of picking up the products.Great for your Christmas entertainment.","Daily Seafood"
X033,830,104,22:10:00,"2 Hockey Tickets",190.00,"A Pair of Hockey Tickets to see the Toronto Maple Leafs Play the New Jersey Devils, Puck Drops at 7:00 PM - Tuesday 6th of December 2011 - Section 319 Row 8 Seats 7 and 8","Covie Brown"
U123,831,104,22:10:00,"Seasonal Tune Up",65.00,"Seasonal Tune Up for your car which will include an oil change, tire rotation and a complete inspection of the car.","CAA Car Care Services"
X070,833,105,22:20:00,"A Collection of Music Gifts",70.00,"This collection includes:>The Beatles: A 1000 piece Jigsaw puzzle>Bust of Franz Liszt (made in Italy) 15cm high>Christmas Book of favorite Christmas classics for solo singers and piano with CD inside.","Remenyi House of Music"
X103,834,105,22:20:00,"Gift Certificate for the Keg Steakhouse & Bar",50.00,"Enjoy a night out at the famous Keg Steakhouse & Bar. This certificate would be a great stocking stuffer.","The Keg Steakhouse and Bar"
S155,835,105,22:20:00,"Ultimate Princess Gift Set",100.00,"this great set includes my first disney princess Aurora - ages 3 and up.  disney princess magic rise oven for making perfect pretend princess cupcakes! this set requires double A batteries.  this set also includes a dress up set for your little disney princess. shoes, tiara and dress.  ages 3 and up.  great gift set for the holidays! ","Ron King"
W085,836,105,22:20:00,"Framed Soccer Print",95.00,"Universal Picture Framing & Sports located at 3850 Steeles Ave. West Donates -A Nicely Framed Print - "" Keepers Rest "" by Artist John Newby - measures 20"" x 21"" - This would be a Great Xmas present for a Young Soccer Players Bedroom or your Family Room.","Universal Picture Framing and Sports"
W098,837,105,22:20:00,"Dental Hygiene Gift Certificate",170.00,"Dundas Dental Hygiene Clinic located at 4154 Dundas Street West donates - a $170 Gift Certificate for Dental Cleaning and Polishing Services - Enjoy a Brighter Smile and Better Health with Servcies from Dundas Dental Hygiene Clinic Services","Dundas Dental Hygiene Clinic"
S044,838,105,22:20:00,"$100 Certificate Woodhill Garden Centre",100.00,"Once again Woodhill Garden Centre is providing a $100 Gift Certificate. Woodhill Garden Centre is a full service garden centre offering landscaping services as well as an extensive inventory for all your gardening needs; from annuals and perennials to indoor tropical plants! Or perhaps you want to get your home ready for the Holiday Season, Woodhill has a beautiful selection of Poinsettias and Christmas trees!  Perfect gift item for the gardener on your shopping list!","Woodhill Garden Centre"
W028,839,105,22:20:00,"Gardening Book & 2 Novels",102.00,"The Book Mark located at 2964 Bloor Street West donates - "" The Armchair Book of Gardens "" and Two Adventure Novels = - titles are "" The O'briens "" a novel of an ambitious Railway Magnate and "" Field Grey "" The tale of a German Private Detective caught up in World War 2 and the Cold War period.  Great reading for winter nights by the fireplace.","The Book Mark"
S064,841,106,22:30:00,"6 Quart Slow Cooker & Bread Tray",90.00,"Dishwasher safe, recipes and name tags included in this full grip handle slow cooker with three settings. Full grip handles make it easy to carry; clip tight lid with gasket seal helps prevent messy spills and spoon clips  fits into the handle on the lid. Porcelain bread tray will complete a meal to go.","Friends of Rotary"
S181,842,106,22:30:00,"Chocolate Fondue Set & 4 Individual Pots",60.00,"Cadbury has made this ceramic chocolate fondue set which has two serving dishes, 4 stainless steel fondue forks and a tea light. Plus we have four personal melting pots as well. Each has a different design on it. Put your favorite dipping items in and around the semi circle serving dishes and enjoy.","Fred Pierce"
U060,843,106,22:30:00,"Famous People Player Tickets",135.00,"Tickets for two people for a perfect evening out.  Dinner inclusive with show.  Tickets must be used before April 2012.","Deborah   Cloakey"
Y034,844,106,22:30:00,"Autographed Pointe Shoes",130.00,"From the National Ballet of Canada, Autographed Pointe Shoes and poster from First Soloist, Stephanie Hutchison. Born in Kitchener Ms. Hutchison joined the Natiaonl Ballet in 1997 and was promoted to First Soloist in 2003. These shoes would be treasured by any young girl studying Ballet.","National Ballet of Canada"
W148,845,106,22:30:00,"$100 Weston Pro Shop Gift Cards",100.00,"Mark Stekar of the West Mall Investors Group donates - Two $50 Gift Cards from the Pro Shop at the Weston Golf & Country Club - Valid for Anything in the Pro Shop including Golf Attire / Equipment or Golf Balls - Courtesy of Investors Group Financial Services located at 295 The West Mall Offices.","Investors Group Financial Services"
U107,846,106,22:30:00,"Seasonal Tune Up",65.00,"Seasonal Tune Up for your car which will include an oil change, tire rotation and a complete inspection of the car.","CAA Car Care Services"
W062,847,106,22:30:00,"Teeth Whitening Gift Certificate",225.00,"Dr.Michael Shelegey has donated a $225. Gift Certificate for a Professional Teeth Whitening Procedure with Dr.Shelegey and his staff at 94 Cumberland St. Suite 411. Just call (416) 962-7555 and arrange an appointment. This certificate will appeal to someone who has thought of and considered having teeth whitening done by an experienced professional staff. Now would be a good time to get ready for the holiday season with a sparkling white smile.","Dr. Michael Shelegey"
X112,849,107,22:40:00,"Fine Dining Certificate",60.00,"Enjoy fine dining in the relaxed atmosphere of an Italian Bistro.  Although Italian dishes are their specialty, they offer a rich and varied menu -pasta-steak-& seafood.  Treat your staff to an elegant dining experience at reasonable prices by booking your office Christmas party at Remezzo Italian Bistro.Our premises are fully licenced by the LLBO. A neighbourhood favourite for over 20 years.  ","Remezzo Itialian Bistro"
X104,850,107,22:40:00,"Gift Certificate for the Keg Steakhouse & Bar",50.00,"Enjoy a night out at the famous Keg Steakhouse & Bar. This certificate would be a great stocking stuffer.","The Keg Steakhouse and Bar"
S089,851,107,22:40:00,"Empire Strikes Back --- Star Wars Saga - Large Framed Poster",150.00,"Hollywood Canteen Movie Memorabilia Shop --- Located at 1714 Danforth Avenue by Coxwell Subway st.  Plus a New Location at (Mirvish Village) 608 Markham St.  Downtown Toronto. These stores Specialize in Rare Old Films --- Official Movie Posters & Classic Lobby Cards --- Books on Movies and Old Classic Books.For those Collectors Items.DVD Rentals and MOVIE/TV SCRIPTS --- Actor/Actresses Biographies... Stamps for Collectors as well.   Again Hollywood Canteen.   ","Hollywood Canteen"
X036,852,107,22:40:00,"Dopp Premium Leather Zipped Binder",100.00,"Dopp has been crafting products since 1919 and this leather zipped binder has all the features that the excutive in your life would need.  The binder has numerous pockets for business cards and is large enough to hold a small computer, it also comes complete with a writing pad.  The binder is beautifully finished in a high grade leather. ","Davis Group of Companies Corp"
W082,853,107,22:40:00,"Saku Koivu Action Print",120.00,"Universal Picture Framing & Sports located at 3850 Steeles Ave. West donates -a Framed Print of Montreal Canadiens Captain - Number 11 "" Saku Koivu "" with an Action Picture of the Montreal Forum - This Picture would be Treasured by any Montreal Canadien Hockey Fan and could be Proudly Featured in the Family Room or Sports Den.","Universal Picture Framing and Sports"
S153,854,107,22:40:00,"Hockey tickets",190.00,"Thursday January 5 --7PM  Winnipeg Jets, Sec307 Row 11 Seats 26-27. These tickets are donated by Clarke Henning - a  very well established  Accounting Firm in Toronto.","Clarke Henning &Co."
V014,855,107,22:40:00,"Formal Decorative Glassware Set",100.00,"This decorative glassware set includes 6 wine glasses (for formal dining use) with gold trimming, 6 champagne glasses(for formal dining use) with gold trimming,and 2 decorative coloured glass dishes.","Royalton Bridal Boutique"
S053,857,108,22:50:00,"$100.Certificate Woodhill Garden Centre",100.00,"Once again Woodhill Garden Centre is providing a $100 Gift Certificate. Woodhill Garden Centre is a full service garden centre offering landscaping services as well as an extensive inventory for all your gardening needs; from annuals and perennials to indoor tropical plants! Or perhaps you want to get your home ready for the Holiday Season, Woodhill has a beautiful selection of Poinsettias and Christmas trees!  Perfect gift item for the gardener on your shopping list!","Woodhill Garden Centre"
V012,858,108,22:50:00,"Toy Bag",150.00,"This package includes a mini back pack and a variety of toys for girls and boys, ages 4-9.  It includes 2 Mighty Beanz, 1 AquaSand, 1 Bakugan (Season 2)- Battle Brawlers, and 1 FlixTrix.","Spin Master"
W093,859,108,22:50:00,"Framed Print - Mediteranean Ristorante ",150.00,"Universal Picture Framing & Sports located at 3850 Steeles Ave. West donates - an Attractively Framed Print "" Mediteranean Ristorante "" - a Charming Italian Setting with Colorful Earth Tones - The Attractive Bronze Tone Frame measures 37"" x 45"" and Compliments the Warm Colors in the Picture.  Courtesy of Universal Picture Framing & Sports.","Universal Picture Framing and Sports"
T020,860,108,22:50:00,"Glow and Flare Magazine Beautifying Gift Package",150.00,"Donna Howlett, National Account Manager, care of Glow Magazine at Rogers Publishing donates- A Glow and Flare Magazine Beautifying Gift Package which includes a One year subscription to Flare Magazine, a Limited Edition Donna Karan New York perfume and various make-up, hair and beauty products.","Glow Magazine"
T029,861,108,22:50:00,"Decorative Vases",100.00,"West Park Healthcare Centre Foundation donates a set of decorative red glss vases.  One Large and one Medium.  Brighten up any room with these decorative vases.","West Park Healthcare Foundation"
X116,862,108,22:50:00,"One Last Will & Testament",175.00,"Have your will professionally prepared.  A professionally prepared Will could save you and your loved ones thousands of dollars in probate and unnecessary legal fees.","Hills, Salah LLP"
U101,863,108,22:50:00,"Seasonal Tune Up",65.00,"Seasonal Tune Up for your car which will include an oil change, tire rotation and a complete inspection of the car.","CAA Car Care Services"
X102,864,108,22:50:00,"Gift Certificate for the Keg Steakhouse & Bar",50.00,"Enjoy a night out at the famous Keg Steakhouse & Bar. This certificate would be a great stocking stuffer.","The Keg Steakhouse and Bar"
S236,865,109,23:00:00,"Men's New Balance Walking Shoes",120.00,"Walking on a Cloud donated these men's walking shoes. This barefoot inspired wellness shoe is for athletes to help their bodies adjust to a more natural stride. New Sky shoe is 95% recycled material They are a grey material with yellow laces and trim. Size is 10 medium and can be exchanged for the proper size at Walking on a Cloud at Eglinton and Victoria Park in the plaza. ","Walking on a Cloud"
X026,866,109,23:00:00,"Christmas Chapel - Royal Albert China",60.00,"This is a beautiful hand decorated Royal Albert Christmas Chapel with an Old Country Roses pattern.  It is electrified so that it can be placed on a mantel or table for display. ","Hardy Stevenson + Assoc.Ltd."
S217,867,109,23:00:00,"Sheaffer Pen",50.00,"Excellent quality pen from Sheaffer.  A great gift for the business person or professional.  Makes a great stocking stuffer.  Donated by our friends at Bic.","Bill Boyd"
W105,868,109,23:00:00,"Etched Granite Vase with Rose Pattern",95.00,"Andrew Latyshko - a Friend of Rotary donates - an Etched Granite Vase with Pink, Black and Sand Coloring - it has a Silver Rose Etched on Front and Back -a Beautiful Centre Piece for any Table","Smith Monument"
S011,869,109,23:00:00,"Passes for 4 for Golf",160.00,"We have four passes for golf and carts to play 18 holes at the beautiful course on Brock Rd, just before Claremont.  Nice club house with good food to enjoy after your game and talk about your golfing prowess.  Take friends for a good time in the spring, summer or fall.","4 Seasons Golf & country Club"
S109,870,109,23:00:00,"Silk orchid/gift certificate",120.00,"This miniature white silk orchid would make an elegant addition to any table centerpiece or shelf. It comes with a one-hour design consultation with a Professional Interior Decorator to help you accessorize your home, select paint colours, improve your furniture layout or solve any other decorating challenges. Rooms Renewed specializes in making homes more beautiful and functional using what people already own. Rooms Renewed is situated in the Upper Beach and serves the GTA. Makes an excellent gift for the holidays!  ","Rooms Renewed"
X063,871,109,23:00:00,"4 Private Piano Lessons (1/2 hour each)",120.00,"Ms. Koren is an experienced piano teacher who teaches all grades in a variety of music styles. She has a highly professional and enthusiastic approach.","VSM Music Studio"
Y054,872,109,23:00:00,"Restaurant Certificate",100.00,"A $100 Certificate for a wonderful Mediterranean inspired dinner. A cozy little spot in Bloor West Village. Come and experience the cuisine & ambiance of the Sunny Mediterranean at 17 Steps, 2241 Bloor Street West. It'll be a great night out!","17 Steps Restaurant & Bar"
