"Control Number","Item Number","Block Number","Block Time","Item Name",Value,Description,Donor
V017,480,60,14:50:00,"Women's Lize Watier Package ",200.00,"This exquisite package includes an assortment of Lize Watier products. Beautify yourself with a selection of makeup, hydrasmart face cream, makeup remover and perfume. Pamper yourself!","Humber River Regional Hospital Foundation"
U053,481,60,14:50:00,"GIFT CERTIFICATE 4 X $25.00 = $100.00",100.00,"ASTORIA BEST SOUVLAKI; IN THE HEART OF DANFORTH GREEKTOWN, CLOSE TO CHESTER SUBWAY STATION. IN BUSINESS SINCE LATE 80'S, POPULAR RESTAURANT FOR CORPORATE FUNCTIONS OR SOCIAL GATHERING, TAKE-OUT, DINE-IN, KIDS MENU AS WELL; ASTORIA OFFERS A WIDE VARIETY OF DELICIOUS CHOICES, FROM GRILL, SALADS AND DELECTIBLE DESSERTS. CONTACT US AT :WWW. ASTORIASHISHKABOBHOUSE.COM","ASTORIA SHISH KABOB HOUSE"
Y019,482,60,14:50:00,"2 Shaw Festival Ticket Vouchers",150.00,"Two complimentary tickets to one performance of either ""Lady Windermere's Fan"" or ""Our Betters"", to be used in April, Ma or June of our 2013 season.","Shaw Festival Theatre"
S058,483,60,14:50:00,"Window & Eavestrough Cleaning",300.00,"Kleen Windows --- Family Business --- providing Fast, reliable, professional, Window Cleaning Service in Toronto and surrounding area for over 30 yrs. Owned  and operated and founded by William Whyte. If you have dirty windows and Eavestroughs - they have the tools and the know how to make them shine. Fully trained and fully insured staff know how to get it right the first time.  Fast quality service - crews ready to serve you.... covered by WSIB -- Kleen Windows  for service call today ... web page ... www.kleenwindows.ca  change of email....info@kleenwindows.ca","Kleen Windows"
U130,484,60,14:50:00,"$29 Voucher for CAA Care Care Centre",29.00,"Next time you need an oil change you won't find a better place to have it done than the CAA Car Care Cntre at Kingston Road and Morningside in Scarborough. The Car Car Team under the able directon on Moenes Salib will treat you car with the fine service it deserves. The CAA Oil Change Plus package includes Tire Rotation, Oil Filter and change. Visual check of the brakes, tires, battery, fluids, air filter, lights, hoses, belts and more. You can depend on the Canadian Automobile Association to provide you with truly professional service for your vehicle. This offer good for one year and may be redeemed at any CAA Car Care Centre in Ontario","CAA Care Care Centre"
S228,485,61,15:00:00,"GNC Nutrition Gift Card #1",100.00,"This is a $100.00 gift from GNC to purchase at any GNC in the greater GTA.They are great at helping you and advising you on any vitamins that you might need or require.  They also have many other different products in theirstore.",GNC
X160,486,61,15:00:00,"Dinner Out Gift Certificate",50.00,"Enjoy great food and beverage in one of the last standing heritage structures in Toronto.  The Blake House mixes late 19th Century Victorian and Second Empire architecture.  You will enjoy a wonderful evening out at the Blake House","The Blake House"
W143,487,61,15:00:00,"WOODBINE DINNER & RACE PACKAGE",100.00,"THE WOODBINE ENTERTAINMENT GROUP DONATES - A $100 GIFT CERTIFICATE FOR TWO TO ENJOY DINNER AND RACES AT THE WOODBINE OR MOHAWK TRACK LOCATIONS - CERTIFICATE IS VALID UNTIL NOVEMBER 2013 AND RERSERVATIONS ARE REQUIRED - ENJOY A UNIQUE DINING EXPERIENCE AND THE EXCITEMENT OF THE RACING PROGRAM - COURTESY OF THE WOODBINE ENTERTAINMENT GROUP ","Woodbine Entertainment Group"
Y022,488,61,15:00:00,"Doggy Gift Package",120.00,"- Gift Certificate for dog grooming- Clear canister to store doggy treats- CK & Friends shampoo- CK & Friends cologne (spray)","CK & Friends"
S257,489,61,15:00:00,"Golf shirt --- Gift Basket",85.00,,"Justin  Van dette"
S104,490,61,15:00:00,"Newborn diapers, shawl, hat and outfit",75.00,"Massey Centre has donated this beautiful handknitted ribbed popcorn stitchingblanket, it is so soft to cuddle the newborn in, as well a tiny knitted hat.Box of 108 Huggies for up to 14 lbs. as well two tiny pair of white socks and a outfit in navy blue with white sleeves and a penguin skating on the front of it , in a 3 to 6 month size.  Lovely for a shower or present for the newborn ","Massey Centre"
W044,491,61,15:00:00,"ASSORTED ROYALE PAPER PRODUCTS",80.00,"IRVING TISSUE - MANUFACTURERS OF ROYALE PAPER PRODUCTS - LOCATED AT 1551 WESTON ROAD DONATES - AN ASSORTMENT OF ROYALE PAPER PRODUCTS - CONSISTING OF TWO X 6 ROLL PACKS OF ROYALE PAPER TOWELS - 18 BOXES OF ROYALE FACIAL TISSUES - AND 10 X 4 ROLL PACKS OF ROYALE TOILET TISSUE - A GREAT SUPPLY OF ROYALE PRODUCTS TO SUIT EVERY HOUSEHOLD'S NEEDS - ALL COURTESY OF IRVING TISSUE","Irving Consumer Products"
U090,492,61,15:00:00,"Winston 16 Piece Dinner Set",75.00,"The contemporary and fresh style of this set will suit and dining ambiance. Use fresh table linens to keep the autmosphere light and casual. Use dark table linens to create a dramatic aura. Whatever your choice, you will be sure to enjoy the ease and durability of this versatile and attractive set. Dishwasher, oven and microwave safe","SCARBOROUGH TWILIGHT ROTARY CLUB "
S005,493,62,15:10:00,"Lazy Susan Buffet and Warming Tray",100.00,"This is a revolving, cordless Lazy Susan which is great for entertaining at any special event. Four individual stainless steel chafing dishes which hold 1.5 quarts each, each dish comes with a clear dome PC lid. The warming tray is stainless steel which is durable and easy to clean with two cool-touch handles.  Cord is inclued. Great for the next party you will be having over Xmas.","Don French"
S172,494,62,15:10:00,"Leather Tote Bag  & phone holder",110.00,"Great recycled Leather products from Paperthinks. This is a beautiful shade of bright yellow  Tote bag with a small aqua phone holder.Has zippered pocket inside and lots room for your small purse or toting umbrella as well asother items.Has maintenance guide for storage, cleaning and care.",papere.clips
W005,495,62,15:10:00,"GIANT CRIBBAGE BOARD",150.00,"R & R WOODWORK LOCATED AT 1210 LORIMAR ROAD IN MISSISSAUGA DONATES - A GIANT CRIBBAGE BOARD - MEASURES 6"" X 20"" IN BEAUTIFUL SOLID WALNUT - COMPLETE WITH METAL PEGS AND CARD COMPARTMENT - A UNIQUE ITEM FOR YOUR DEN OR FAMILY PLAYROOM - COURTESY OF R & R WOODWORKS IN MISSISSAUGA.","R & R Woodwork"
Y031,496,62,15:10:00,"Baby Oriented Gift Bag",172.26,"Baby oriented gift bag. This gift bag is full of great gifts for the babyExcellent gift for showers, or the new baby in your life.",Diaper-EEZ
S101,497,62,15:10:00,"Diwalt Radio",200.00,"This large DeWalt radio  has a worksite charger, is iPod and MP3 player compatible. Yellow and black color scheme: One hour charge for 7.2V to18V DeWalt battery. Heavy-duty roll cage protection, digital tuning with sound quality with bass boost. Guaranteed tough.","Dickson Home Hardware"
U015,498,62,15:10:00,"The Solemn Land by J.E.H MacDonald",299.00,"This unframed Group of Seven print by J.E.H. MacDonald is 15"" x 18"". Included is a certiciate of authencity for print 286 of 777","Millie Tavener"
Y053,499,62,15:10:00,"$400 gift Certificate",400.00,"$400 gift certificate towards vehicle repair services","OK Tire & Auto"
U133,500,62,15:10:00,"$300 Voucher for Jong Park Tae Kwon Do",300.00,"All ages are welcome at Jong Park Tae Kwon Do for 3 months of classes. ( you can attend up to 6 days a week)","Jong Park Tae Kwon Do"
U078,501,63,15:20:00,"MEDIEVAL TIMES - 2 TICKETS - DEC 14TH 2012",140.38,"TICKETS VALID FOR DEC 14TH, 2012. 7:30PM SEATING TICKET NUMBERS 308981-62128375 AND 308981-6218376.PLEASE COME 90 MINUTES PRIOR TO STATED TIME ON TICKET. FIRST COME FIRST SERVE. - NO RESERVED SEATS. MAY ADD EXTRA FUNDING TO ORIGINAL COST TO UPGRADE.","MEDIEVAL TIMES"
W036,502,63,15:20:00,"$100 WINE OR BEER MAKING GIFT CARD",100.00,"SWANSEA BREW CLUB LOCATED AT 22 RIPLEY AVE. DONATES - A $100 GIFT CERTIFICATE FOR MAKING WINE OR BEER OF YOUR CHOICE - ENJOY THE PLEASURE OF SELECTING THE BEVERAGE YOU PREFER AND THE PLEASURE OF BOTTLING AND CONSUMING YOUR PERSONAL WINE OR BEER CHOICE - COURTESY OF THE SWANSEA BREW CLUB","Swansea Brew club"
U075,503,63,15:20:00,"GIFT CERTIFICATES   2 X $ 39.95 = $90.29",90.29,"AFTERNOON TEA FOR TWO. WE HAVE TRIED TO DUPLICATE THE ATMOSPHERE OF A COZY, FRIENDLY TURN OF THE CENTURY TEASHOP. WE OFFER YOU A WIDE VARIETY OF SANDWICHES AND CAKES WITH THE BEST ""CUPPA"" YOU'VE HAD FOR A LONG TIME. WE OFFER OVER 70 VARIETIES OF TEA IN ROYAL DOULTON FINE CHINA ALONG WITH LOOSE LEAF VARIETIES. WE HAVE SPECIALS EVERY WEEK, TAKE-OUT, TEA TASTING, RED HAT LADY DAYS AND LITTLE GIRL PARTIES. WE HOPE YOU ENJOY A QUIET AND RELAXING TIME. 24 HOUR RESERVATION REQUIRED FOR AFTERNOON TEA FOR TWO.  E-MAIL TEA@CUPPA.CA ","Old Curiousity Tea Shop"
X050,504,63,15:20:00,"CONAIR Massage Cushion with Heat",100.00,"This deep kneading Shiatsu Massage cushion helps to relieve tense muscles throughout the body, soothing heat enhances relaxation benefits of shiatsu massage.","Rocco Colangelo"
S045,505,63,15:20:00,"Joe Sakic  puck with card signed",120.00,"We have a hockey card and a puck of Joek Sakic from Colorado Avalanche. The hockey puck is signed in white for all to see and a Certificate of Authenticity is enclosed.  Both are in a clear plastic holder which sits nicely on any flat surface.  ","Geneva Centre for Autism"
V009,506,63,15:20:00,"Toy Package ",115.00,"This package includes a variety of toys for boys and girls (ranging from ages 3-5). There are 8 toys in all - including: 2 x Aquasand; 2 x Mighty Beanz; 2 x Bakugan Battle Packs, season two; 2 x flick trix hoffman bikes. ","Spin Master"
U032,507,63,15:20:00,"ROYAL DOULTON-""MOMENTS IN TIME-MOTHER AND BABY""",250.00,"ROYAL DOULTON CHINA. FIGURINE DEPICTING MOTHER HOLDING BABY OVER HER HEAD. ID#HN5476","ANONYMOUS- SCARBOROUGH TWILIGHT ROTARY CLUB"
U113,508,63,15:20:00,"$25 Gift Certificate from Phoenix Pan Asian Cuisine",25.00,"Want some real variety when you dine out on Asian Cuisine. Chef William will offer you choices ranging from Thai to Cantonee to Szechuan to Hakka. Like it hot or not, William will adjust to suit your taste. Whether it's seafood, chicken, beef or pork dishes you crave, you'll find new ways to enjoy them at Phoeniz. Dine in or take out, the choice is yours and all for really great prices. The $25 voucher to share with family or friends. 3730 Kingston Road at Scarborough Golf Club Road (good for one year)","Brian Philcox"
X126,509,64,15:30:00,"Music Gift Certificate",219.00,"The New Conservatory of Music has provided this gift certificate for registration and tuition fees for Piano, Voice or Guitar lessons.  This certificate if only valid for new students.The Conservatory is located on Sheppard Ave. near Brimley Road in Scarborough","New conservatory of Music Ltd"
S188,510,64,15:30:00,"4- 11.4 Litre Tubs of Ice Cream or Yogourt",140.00,"St. Clair Ice Cream has once again donated their fabulous ice cream tothe Rotary Club for the auction. This is a company that has been in businessfor many, years,since 1932.  You will get four of the 11.4 litre tubs of 60 different flavor of ice cream or 11.4 litre tubs of any flavor yogourt.  Best ice cream in Toronto","St. Clair Ice Cream"
S171,511,64,15:30:00,"Leather Tote Bag  & phone holder",110.00,"Great recycled Leather products from Paperthinks. This is a beautiful shade of light pinky orange Tote bag with a small orange phone holder.Has zippered pocket inside and lots room for your small purse or toting umbrella as well asother items.Has maintenance guide for storage, cleaning and care. Large handles that can carry or put on your shoulder with a dome fastener at top of bag.",papere.clips
V015,512,64,15:30:00,"Food Package",150.00,"Treat yourself with this wonderful food basket from Molisana loaded with yummy goodies including - pastas, risottos, canned goods, sweet treat etc. Sure to please any appetite ","Molisana Imports "
S133,513,64,15:30:00,"Certificate for Car Washes & 25.00 Gas Card",150.00,"Donated by Sal Badali and son John we have the best car washes in Toronto.You get nine carwashes and $25.00 gas card. The works includes bottom blaster, then power wash with soft sponge brushes with foamy soap, then rinsed and it treats the car finish with  two coats of wax, Touchless dryers and you have a sparkling clean car. Drive a clean car for the winter. Four locations to serve you Toronto City Hall, 1070 Millwood Rd, 305 Rexdale Blvd, and 751 Kipling Ave.","Sal Badali"
W029,514,64,15:30:00,"ARTHUR MURRAY DANCE LESSONS",200.00,"THE ARTHUR MURRAY DANCE STUDIO LOCATED AT 3054 BLOOR STREET WEST DONATES - A GIFT CERTIFICATE FOR TWO 30 MINUTE PRIVATE DANCE LESSONS - VALID AT YORKVILLE, KINGSWAY, NORTH YORK OR WOODBRIDGE DANCE STUDIO LOCATIONS - LET ARTHUR MURRAY INTRODUCE YOU TO THE EXCITING WORLD OF BALLROOM OR LATIN DANCING.","Arthur Murray Dance Studio"
S283,515,64,15:30:00,"Globe and Mail subscription, items",500.00,"This feature item consists of a one-year subscription to The Globe and Mail, Canada's National Newspaper. Globe subscribers receive free access to the newspaper's award-winning website. Also included in this package is a Globe kit bag, a man's and a woman's golf shirt, and a business travel bag for a suit.","Globe and Mail"
U100,516,64,15:30:00,"RYOBI One Plus System",149.00,"18 Volt Lithium-ion Drill and Impact Driver Kit. Lithium has up to 20% more run time and 45% lighter. Includes 2 compact Lithium 18 volt batteries, an IntelliPort Charger and a Tool Bag",City-Rentals
X185,517,65,15:40:00,"Autgraphed Baseball by Blue Jay Adam Lind",125.00,"Adam Lind, #26, the Toronto Blue Jays first baseman and designated hitter has autographed this official league baseball.  This would be a very special prize for  a sports memorabilia buff. ","Tysha Home Cleaning Services"
S178,518,65,15:40:00,"Men's Sleeveless Sweater & 141 Tool Set",85.00,"Two gifts for Christmas for any man to wear and use. The sleeveless Sweater is a size large Antigua brand easy care. Is a unique blend of cotton and micro polyester in a dark blue. The 141 piece tool tote is easy to carry and has  sockets, bits, pliers, drivers and more. Maybe even the women would like this as it is all the tools in one case. ","Friends of Rotary"
S119,519,65,15:40:00,"DeLonghi Response Toaster",90.00,"Everyone needs a toaster and with the Response toaster it keeps toast warm until required. Has a toasting status indicator, with bun warming rack for rolls, croissants and baguettes. Convenient cancel button, as well a bagel and warming rack fuction buttons.  Made of cool wall stainless steel body.  What a toaster.","Kelly McCutcheon"
U039,520,65,15:40:00,"STUART CRYSTAL-CHESTER CHAMPAGNE FLUTES",95.00,"SET OF 2  (TWO) STUART CRYSTAL- ""CHESTER CHAMPAGNE FLUTES"". IDEAL FOR A WEDDING OR ANNIVERSARY PRESENT!!!!","ANONYMOUS- SCARBOROUGH TWILIGHT ROTARY CLUB"
W099,521,65,15:40:00,"CLARENCE GAGNON NUMBERED PRINT",110.00,"UNIVERSAL PICTURE FRAMING AND SPORTS LOCATED AT 3850 STEELES AVE. WEST DONATES -A SIGNED CLARENCE GAGNON PRINT - "" WINTER MORNING BAIE "" NUMBER 128 OF 325 - THIS WINTER VILLAGE STREET SCENE IS TYPICAL OF GAGNON""S QUEBEC ARTWORK - FRAME MEASURES 23"" X 21"" - COURTESY OF UNIVERSAL PICTURE FRAMUNG AND SPORTS","Universal Picture Framing and Sports"
